"","GeneName","GeneID","PathwayNum","PathwayName","pvalue"
"","AGTR1","185","hsa04261","Adrenergic signaling in cardiomyocytes","0.0185323383084578"
"","AGTR1","185","hsa04934","Cushing syndrome","0.0192786069651742"
"","AGTR1","185","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","AGTR1","185","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","AGTR1","185","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","AGTR2","186","hsa04614","Renin-angiotensin system","0.00286069651741294"
"","AGTR2","186","hsa04261","Adrenergic signaling in cardiomyocytes","0.0185323383084578"
"","AGTR2","186","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","AHR","196","hsa04659","Th17 cell differentiation","0.0133084577114427"
"","AHR","196","hsa04934","Cushing syndrome","0.0192786069651742"
"","AKT1","207","hsa04973","Carbohydrate digestion and absorption","0.00584577114427864"
"","AKT1","207","hsa04923","Regulation of lipolysis in adipocytes","0.00696517412935338"
"","AKT1","207","hsa05213","Endometrial cancer","0.00721393034825879"
"","AKT1","207","hsa04370","VEGF signaling pathway","0.00733830845771155"
"","AKT1","207","hsa04213","Longevity regulating pathway - multiple species","0.00771144278606961"
"","AKT1","207","hsa04929","GnRH secretion","0.00796019900497513"
"","AKT1","207","hsa05223","Non-small cell lung cancer","0.00820895522388065"
"","AKT1","207","hsa05221","Acute myeloid leukemia","0.00833333333333341"
"","AKT1","207","hsa04664","Fc epsilon RI signaling pathway","0.00845771144278606"
"","AKT1","207","hsa04920","Adipocytokine signaling pathway","0.00858208955223894"
"","AKT1","207","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","AKT1","207","hsa05230","Central carbon metabolism in cancer","0.00858208955223894"
"","AKT1","207","hsa04917","Prolactin signaling pathway","0.00870646766169159"
"","AKT1","207","hsa05218","Melanoma","0.00895522388059711"
"","AKT1","207","hsa01524","Platinum drug resistance","0.00907960199004987"
"","AKT1","207","hsa05214","Glioma","0.00932835820895528"
"","AKT1","207","hsa05212","Pancreatic cancer","0.00945273631840793"
"","AKT1","207","hsa05220","Chronic myeloid leukemia","0.00945273631840793"
"","AKT1","207","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","AKT1","207","hsa04662","B cell receptor signaling pathway","0.0101990049751243"
"","AKT1","207","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","AKT1","207","hsa05210","Colorectal cancer","0.0106965174129352"
"","AKT1","207","hsa04211","Longevity regulating pathway","0.0110696517412936"
"","AKT1","207","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","0.0110696517412936"
"","AKT1","207","hsa05222","Small cell lung cancer","0.0114427860696519"
"","AKT1","207","hsa04666","Fc gamma R-mediated phagocytosis","0.0115671641791045"
"","AKT1","207","hsa05215","Prostate cancer","0.0120646766169155"
"","AKT1","207","hsa01522","Endocrine resistance","0.0121890547263681"
"","AKT1","207","hsa05231","Choline metabolism in cancer","0.0121890547263681"
"","AKT1","207","hsa04914","Progesterone-mediated oocyte maturation","0.012313432835821"
"","AKT1","207","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","AKT1","207","hsa05142","Chagas disease (American trypanosomiasis)","0.0126865671641793"
"","AKT1","207","hsa04620","Toll-like receptor signaling pathway","0.0129353233830845"
"","AKT1","207","hsa04625","C-type lectin receptor signaling pathway","0.0129353233830845"
"","AKT1","207","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","AKT1","207","hsa04922","Glucagon signaling pathway","0.0131840796019902"
"","AKT1","207","hsa04931","Insulin resistance","0.0134328358208955"
"","AKT1","207","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","AKT1","207","hsa04668","TNF signaling pathway","0.0139303482587065"
"","AKT1","207","hsa05145","Toxoplasmosis","0.0139303482587065"
"","AKT1","207","hsa04725","Cholinergic synapse","0.0140547263681592"
"","AKT1","207","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","AKT1","207","hsa04722","Neurotrophin signaling pathway","0.0148009950248759"
"","AKT1","207","hsa04935","Growth hormone synthesis, secretion and action","0.0148009950248759"
"","AKT1","207","hsa04152","AMPK signaling pathway","0.0149253731343284"
"","AKT1","207","hsa05135","Yersinia infection","0.0149253731343284"
"","AKT1","207","hsa04919","Thyroid hormone signaling pathway","0.0150497512437812"
"","AKT1","207","hsa04611","Platelet activation","0.0154228855721393"
"","AKT1","207","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","AKT1","207","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","AKT1","207","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","AKT1","207","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","AKT1","207","hsa05017","Spinocerebellar ataxia","0.0165422885572138"
"","AKT1","207","hsa04210","Apoptosis","0.0169154228855722"
"","AKT1","207","hsa04140","Autophagy - animal","0.0170398009950251"
"","AKT1","207","hsa04371","Apelin signaling pathway","0.0170398009950251"
"","AKT1","207","hsa04915","Estrogen signaling pathway","0.0171641791044775"
"","AKT1","207","hsa05162","Measles","0.0171641791044775"
"","AKT1","207","hsa04910","Insulin signaling pathway","0.0172885572139305"
"","AKT1","207","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","AKT1","207","hsa04550","Signaling pathways regulating pluripotency of stem cells","0.0177860696517413"
"","AKT1","207","hsa05224","Breast cancer","0.0182835820895524"
"","AKT1","207","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","AKT1","207","hsa04261","Adrenergic signaling in cardiomyocytes","0.0185323383084578"
"","AKT1","207","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","AKT1","207","hsa05226","Gastric cancer","0.0185323383084578"
"","AKT1","207","hsa04150","mTOR signaling pathway","0.0192786069651742"
"","AKT1","207","hsa05160","Hepatitis C","0.0192786069651742"
"","AKT1","207","hsa04218","Cellular senescence","0.0199004975124379"
"","AKT1","207","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","AKT1","207","hsa05161","Hepatitis B","0.0201492537313435"
"","AKT1","207","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","AKT1","207","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","AKT1","207","hsa05164","Influenza A","0.0211442786069652"
"","AKT1","207","hsa05152","Tuberculosis","0.0223880597014926"
"","AKT1","207","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","AKT1","207","hsa05167","Kaposi sarcoma-associated herpesvirus infection","0.0235074626865672"
"","AKT1","207","hsa04510","Focal adhesion","0.025"
"","AKT1","207","hsa05169","Epstein-Barr virus infection","0.025"
"","AKT1","207","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","AKT1","207","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","AKT1","207","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","AKT1","207","hsa05132","Salmonella infection","0.0266169154228858"
"","AKT1","207","hsa04024","cAMP signaling pathway","0.026865671641791"
"","AKT1","207","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","AKT1","207","hsa05163","Human cytomegalovirus infection","0.0279850746268657"
"","AKT1","207","hsa04014","Ras signaling pathway","0.0288557213930349"
"","AKT1","207","hsa05131","Shigellosis","0.0297263681592042"
"","AKT1","207","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","AKT1","207","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","AKT1","207","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","AKT1","207","hsa05010","Alzheimer disease","0.0458955223880598"
"","AKT2","208","hsa04973","Carbohydrate digestion and absorption","0.00584577114427864"
"","AKT2","208","hsa04923","Regulation of lipolysis in adipocytes","0.00696517412935338"
"","AKT2","208","hsa05213","Endometrial cancer","0.00721393034825879"
"","AKT2","208","hsa04370","VEGF signaling pathway","0.00733830845771155"
"","AKT2","208","hsa04213","Longevity regulating pathway - multiple species","0.00771144278606961"
"","AKT2","208","hsa04929","GnRH secretion","0.00796019900497513"
"","AKT2","208","hsa05223","Non-small cell lung cancer","0.00820895522388065"
"","AKT2","208","hsa05221","Acute myeloid leukemia","0.00833333333333341"
"","AKT2","208","hsa04664","Fc epsilon RI signaling pathway","0.00845771144278606"
"","AKT2","208","hsa04920","Adipocytokine signaling pathway","0.00858208955223894"
"","AKT2","208","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","AKT2","208","hsa05230","Central carbon metabolism in cancer","0.00858208955223894"
"","AKT2","208","hsa04917","Prolactin signaling pathway","0.00870646766169159"
"","AKT2","208","hsa05218","Melanoma","0.00895522388059711"
"","AKT2","208","hsa01524","Platinum drug resistance","0.00907960199004987"
"","AKT2","208","hsa05214","Glioma","0.00932835820895528"
"","AKT2","208","hsa05212","Pancreatic cancer","0.00945273631840793"
"","AKT2","208","hsa05220","Chronic myeloid leukemia","0.00945273631840793"
"","AKT2","208","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","AKT2","208","hsa04662","B cell receptor signaling pathway","0.0101990049751243"
"","AKT2","208","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","AKT2","208","hsa05210","Colorectal cancer","0.0106965174129352"
"","AKT2","208","hsa04211","Longevity regulating pathway","0.0110696517412936"
"","AKT2","208","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","0.0110696517412936"
"","AKT2","208","hsa05222","Small cell lung cancer","0.0114427860696519"
"","AKT2","208","hsa04666","Fc gamma R-mediated phagocytosis","0.0115671641791045"
"","AKT2","208","hsa05215","Prostate cancer","0.0120646766169155"
"","AKT2","208","hsa01522","Endocrine resistance","0.0121890547263681"
"","AKT2","208","hsa05231","Choline metabolism in cancer","0.0121890547263681"
"","AKT2","208","hsa04914","Progesterone-mediated oocyte maturation","0.012313432835821"
"","AKT2","208","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","AKT2","208","hsa05142","Chagas disease (American trypanosomiasis)","0.0126865671641793"
"","AKT2","208","hsa04620","Toll-like receptor signaling pathway","0.0129353233830845"
"","AKT2","208","hsa04625","C-type lectin receptor signaling pathway","0.0129353233830845"
"","AKT2","208","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","AKT2","208","hsa04922","Glucagon signaling pathway","0.0131840796019902"
"","AKT2","208","hsa04931","Insulin resistance","0.0134328358208955"
"","AKT2","208","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","AKT2","208","hsa04668","TNF signaling pathway","0.0139303482587065"
"","AKT2","208","hsa05145","Toxoplasmosis","0.0139303482587065"
"","AKT2","208","hsa04725","Cholinergic synapse","0.0140547263681592"
"","AKT2","208","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","AKT2","208","hsa04722","Neurotrophin signaling pathway","0.0148009950248759"
"","AKT2","208","hsa04935","Growth hormone synthesis, secretion and action","0.0148009950248759"
"","AKT2","208","hsa04152","AMPK signaling pathway","0.0149253731343284"
"","AKT2","208","hsa05135","Yersinia infection","0.0149253731343284"
"","AKT2","208","hsa04919","Thyroid hormone signaling pathway","0.0150497512437812"
"","AKT2","208","hsa04611","Platelet activation","0.0154228855721393"
"","AKT2","208","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","AKT2","208","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","AKT2","208","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","AKT2","208","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","AKT2","208","hsa05017","Spinocerebellar ataxia","0.0165422885572138"
"","AKT2","208","hsa04210","Apoptosis","0.0169154228855722"
"","AKT2","208","hsa04140","Autophagy - animal","0.0170398009950251"
"","AKT2","208","hsa04371","Apelin signaling pathway","0.0170398009950251"
"","AKT2","208","hsa04915","Estrogen signaling pathway","0.0171641791044775"
"","AKT2","208","hsa05162","Measles","0.0171641791044775"
"","AKT2","208","hsa04910","Insulin signaling pathway","0.0172885572139305"
"","AKT2","208","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","AKT2","208","hsa04550","Signaling pathways regulating pluripotency of stem cells","0.0177860696517413"
"","AKT2","208","hsa05224","Breast cancer","0.0182835820895524"
"","AKT2","208","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","AKT2","208","hsa04261","Adrenergic signaling in cardiomyocytes","0.0185323383084578"
"","AKT2","208","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","AKT2","208","hsa05226","Gastric cancer","0.0185323383084578"
"","AKT2","208","hsa04150","mTOR signaling pathway","0.0192786069651742"
"","AKT2","208","hsa05160","Hepatitis C","0.0192786069651742"
"","AKT2","208","hsa04218","Cellular senescence","0.0199004975124379"
"","AKT2","208","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","AKT2","208","hsa05161","Hepatitis B","0.0201492537313435"
"","AKT2","208","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","AKT2","208","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","AKT2","208","hsa05164","Influenza A","0.0211442786069652"
"","AKT2","208","hsa05152","Tuberculosis","0.0223880597014926"
"","AKT2","208","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","AKT2","208","hsa05167","Kaposi sarcoma-associated herpesvirus infection","0.0235074626865672"
"","AKT2","208","hsa04510","Focal adhesion","0.025"
"","AKT2","208","hsa05169","Epstein-Barr virus infection","0.025"
"","AKT2","208","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","AKT2","208","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","AKT2","208","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","AKT2","208","hsa05132","Salmonella infection","0.0266169154228858"
"","AKT2","208","hsa04024","cAMP signaling pathway","0.026865671641791"
"","AKT2","208","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","AKT2","208","hsa05163","Human cytomegalovirus infection","0.0279850746268657"
"","AKT2","208","hsa04014","Ras signaling pathway","0.0288557213930349"
"","AKT2","208","hsa05131","Shigellosis","0.0297263681592042"
"","AKT2","208","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","AKT2","208","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","AKT2","208","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","AKT2","208","hsa05010","Alzheimer disease","0.0458955223880598"
"","AKT3","10000","hsa04973","Carbohydrate digestion and absorption","0.00584577114427864"
"","AKT3","10000","hsa04923","Regulation of lipolysis in adipocytes","0.00696517412935338"
"","AKT3","10000","hsa05213","Endometrial cancer","0.00721393034825879"
"","AKT3","10000","hsa04370","VEGF signaling pathway","0.00733830845771155"
"","AKT3","10000","hsa04213","Longevity regulating pathway - multiple species","0.00771144278606961"
"","AKT3","10000","hsa04929","GnRH secretion","0.00796019900497513"
"","AKT3","10000","hsa05223","Non-small cell lung cancer","0.00820895522388065"
"","AKT3","10000","hsa05221","Acute myeloid leukemia","0.00833333333333341"
"","AKT3","10000","hsa04664","Fc epsilon RI signaling pathway","0.00845771144278606"
"","AKT3","10000","hsa04920","Adipocytokine signaling pathway","0.00858208955223894"
"","AKT3","10000","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","AKT3","10000","hsa05230","Central carbon metabolism in cancer","0.00858208955223894"
"","AKT3","10000","hsa04917","Prolactin signaling pathway","0.00870646766169159"
"","AKT3","10000","hsa05218","Melanoma","0.00895522388059711"
"","AKT3","10000","hsa01524","Platinum drug resistance","0.00907960199004987"
"","AKT3","10000","hsa05214","Glioma","0.00932835820895528"
"","AKT3","10000","hsa05212","Pancreatic cancer","0.00945273631840793"
"","AKT3","10000","hsa05220","Chronic myeloid leukemia","0.00945273631840793"
"","AKT3","10000","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","AKT3","10000","hsa04662","B cell receptor signaling pathway","0.0101990049751243"
"","AKT3","10000","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","AKT3","10000","hsa05210","Colorectal cancer","0.0106965174129352"
"","AKT3","10000","hsa04211","Longevity regulating pathway","0.0110696517412936"
"","AKT3","10000","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","0.0110696517412936"
"","AKT3","10000","hsa05222","Small cell lung cancer","0.0114427860696519"
"","AKT3","10000","hsa04666","Fc gamma R-mediated phagocytosis","0.0115671641791045"
"","AKT3","10000","hsa05215","Prostate cancer","0.0120646766169155"
"","AKT3","10000","hsa01522","Endocrine resistance","0.0121890547263681"
"","AKT3","10000","hsa05231","Choline metabolism in cancer","0.0121890547263681"
"","AKT3","10000","hsa04914","Progesterone-mediated oocyte maturation","0.012313432835821"
"","AKT3","10000","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","AKT3","10000","hsa05142","Chagas disease (American trypanosomiasis)","0.0126865671641793"
"","AKT3","10000","hsa04620","Toll-like receptor signaling pathway","0.0129353233830845"
"","AKT3","10000","hsa04625","C-type lectin receptor signaling pathway","0.0129353233830845"
"","AKT3","10000","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","AKT3","10000","hsa04922","Glucagon signaling pathway","0.0131840796019902"
"","AKT3","10000","hsa04931","Insulin resistance","0.0134328358208955"
"","AKT3","10000","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","AKT3","10000","hsa04668","TNF signaling pathway","0.0139303482587065"
"","AKT3","10000","hsa05145","Toxoplasmosis","0.0139303482587065"
"","AKT3","10000","hsa04725","Cholinergic synapse","0.0140547263681592"
"","AKT3","10000","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","AKT3","10000","hsa04722","Neurotrophin signaling pathway","0.0148009950248759"
"","AKT3","10000","hsa04935","Growth hormone synthesis, secretion and action","0.0148009950248759"
"","AKT3","10000","hsa04152","AMPK signaling pathway","0.0149253731343284"
"","AKT3","10000","hsa05135","Yersinia infection","0.0149253731343284"
"","AKT3","10000","hsa04919","Thyroid hormone signaling pathway","0.0150497512437812"
"","AKT3","10000","hsa04611","Platelet activation","0.0154228855721393"
"","AKT3","10000","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","AKT3","10000","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","AKT3","10000","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","AKT3","10000","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","AKT3","10000","hsa05017","Spinocerebellar ataxia","0.0165422885572138"
"","AKT3","10000","hsa04210","Apoptosis","0.0169154228855722"
"","AKT3","10000","hsa04140","Autophagy - animal","0.0170398009950251"
"","AKT3","10000","hsa04371","Apelin signaling pathway","0.0170398009950251"
"","AKT3","10000","hsa04915","Estrogen signaling pathway","0.0171641791044775"
"","AKT3","10000","hsa05162","Measles","0.0171641791044775"
"","AKT3","10000","hsa04910","Insulin signaling pathway","0.0172885572139305"
"","AKT3","10000","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","AKT3","10000","hsa04550","Signaling pathways regulating pluripotency of stem cells","0.0177860696517413"
"","AKT3","10000","hsa05224","Breast cancer","0.0182835820895524"
"","AKT3","10000","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","AKT3","10000","hsa04261","Adrenergic signaling in cardiomyocytes","0.0185323383084578"
"","AKT3","10000","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","AKT3","10000","hsa05226","Gastric cancer","0.0185323383084578"
"","AKT3","10000","hsa04150","mTOR signaling pathway","0.0192786069651742"
"","AKT3","10000","hsa05160","Hepatitis C","0.0192786069651742"
"","AKT3","10000","hsa04218","Cellular senescence","0.0199004975124379"
"","AKT3","10000","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","AKT3","10000","hsa05161","Hepatitis B","0.0201492537313435"
"","AKT3","10000","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","AKT3","10000","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","AKT3","10000","hsa05164","Influenza A","0.0211442786069652"
"","AKT3","10000","hsa05152","Tuberculosis","0.0223880597014926"
"","AKT3","10000","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","AKT3","10000","hsa05167","Kaposi sarcoma-associated herpesvirus infection","0.0235074626865672"
"","AKT3","10000","hsa04510","Focal adhesion","0.025"
"","AKT3","10000","hsa05169","Epstein-Barr virus infection","0.025"
"","AKT3","10000","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","AKT3","10000","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","AKT3","10000","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","AKT3","10000","hsa05132","Salmonella infection","0.0266169154228858"
"","AKT3","10000","hsa04024","cAMP signaling pathway","0.026865671641791"
"","AKT3","10000","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","AKT3","10000","hsa05163","Human cytomegalovirus infection","0.0279850746268657"
"","AKT3","10000","hsa04014","Ras signaling pathway","0.0288557213930349"
"","AKT3","10000","hsa05131","Shigellosis","0.0297263681592042"
"","AKT3","10000","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","AKT3","10000","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","AKT3","10000","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","AKT3","10000","hsa05010","Alzheimer disease","0.0458955223880598"
"","ALDH2","217","hsa00340","Histidine metabolism","0.00286069651741294"
"","ALDH2","217","hsa00053","Ascorbate and aldarate metabolism","0.00335820895522398"
"","ALDH2","217","hsa00410","beta-Alanine metabolism","0.00385572139303481"
"","ALDH2","217","hsa00620","Pyruvate metabolism","0.00485074626865667"
"","ALDH2","217","hsa00380","Tryptophan metabolism","0.00522388059701517"
"","ALDH2","217","hsa00071","Fatty acid degradation","0.00547263681592036"
"","ALDH2","217","hsa00280","Valine, leucine and isoleucine degradation","0.0059701492537314"
"","ALDH2","217","hsa00330","Arginine and proline metabolism","0.0062189054726367"
"","ALDH2","217","hsa00310","Lysine degradation","0.00758706467661685"
"","ALDH2","217","hsa00561","Glycerolipid metabolism","0.00758706467661685"
"","ALDH2","217","hsa00010","Glycolysis / Gluconeogenesis","0.00845771144278606"
"","ALK","238","hsa05223","Non-small cell lung cancer","0.00820895522388065"
"","ALK","238","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","0.0110696517412936"
"","AMPD1","270","hsa00230","Purine metabolism","0.0161691542288559"
"","AMPD2","271","hsa00230","Purine metabolism","0.0161691542288559"
"","AMPD3","272","hsa00230","Purine metabolism","0.0161691542288559"
"","ANXA2","302","hsa05132","Salmonella infection","0.0266169154228858"
"","AOC1","26","hsa00340","Histidine metabolism","0.00286069651741294"
"","AOC1","26","hsa00380","Tryptophan metabolism","0.00522388059701517"
"","AOC1","26","hsa00330","Arginine and proline metabolism","0.0062189054726367"
"","AOC2","314","hsa00360","Phenylalanine metabolism","0.00211442786069671"
"","AOC2","314","hsa00410","beta-Alanine metabolism","0.00385572139303481"
"","AOC2","314","hsa00350","Tyrosine metabolism","0.00447761194029861"
"","AOC2","314","hsa00260","Glycine, serine and threonine metabolism","0.00497512437810943"
"","AOC3","8639","hsa00360","Phenylalanine metabolism","0.00211442786069671"
"","AOC3","8639","hsa00410","beta-Alanine metabolism","0.00385572139303481"
"","AOC3","8639","hsa00350","Tyrosine metabolism","0.00447761194029861"
"","AOC3","8639","hsa00260","Glycine, serine and threonine metabolism","0.00497512437810943"
"","APEX1","328","hsa03410","Base excision repair","0.00410447761194033"
"","APH1A","51107","hsa04330","Notch signaling pathway","0.00659203980099499"
"","APH1A","51107","hsa05010","Alzheimer disease","0.0458955223880598"
"","APH1B","83464","hsa04330","Notch signaling pathway","0.00659203980099499"
"","APH1B","83464","hsa05010","Alzheimer disease","0.0458955223880598"
"","ARAF","369","hsa05219","Bladder cancer","0.00509950248756219"
"","ARAF","369","hsa05213","Endometrial cancer","0.00721393034825879"
"","ARAF","369","hsa04730","Long-term depression","0.00746268656716431"
"","ARAF","369","hsa05223","Non-small cell lung cancer","0.00820895522388065"
"","ARAF","369","hsa04720","Long-term potentiation","0.00833333333333341"
"","ARAF","369","hsa05221","Acute myeloid leukemia","0.00833333333333341"
"","ARAF","369","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","ARAF","369","hsa05218","Melanoma","0.00895522388059711"
"","ARAF","369","hsa05214","Glioma","0.00932835820895528"
"","ARAF","369","hsa05212","Pancreatic cancer","0.00945273631840793"
"","ARAF","369","hsa05220","Chronic myeloid leukemia","0.00945273631840793"
"","ARAF","369","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","ARAF","369","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","ARAF","369","hsa05210","Colorectal cancer","0.0106965174129352"
"","ARAF","369","hsa05215","Prostate cancer","0.0120646766169155"
"","ARAF","369","hsa01522","Endocrine resistance","0.0121890547263681"
"","ARAF","369","hsa04914","Progesterone-mediated oocyte maturation","0.012313432835821"
"","ARAF","369","hsa04928","Parathyroid hormone synthesis, secretion and action","0.0131840796019902"
"","ARAF","369","hsa04726","Serotonergic synapse","0.0143034825870648"
"","ARAF","369","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","ARAF","369","hsa04650","Natural killer cell mediated cytotoxicity","0.0162935323383085"
"","ARAF","369","hsa04270","Vascular smooth muscle contraction","0.0164179104477612"
"","ARAF","369","hsa04910","Insulin signaling pathway","0.0172885572139305"
"","ARAF","369","hsa05224","Breast cancer","0.0182835820895524"
"","ARAF","369","hsa05226","Gastric cancer","0.0185323383084578"
"","ARAF","369","hsa05160","Hepatitis C","0.0192786069651742"
"","ARAF","369","hsa05161","Hepatitis B","0.0201492537313435"
"","ARAF","369","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","ARAF","369","hsa05034","Alcoholism","0.0232587064676617"
"","ARAF","369","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","ARAF","369","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","ARAF","369","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","ARAF","369","hsa05010","Alzheimer disease","0.0458955223880598"
"","AREG","374","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","AREG","374","hsa05210","Colorectal cancer","0.0106965174129352"
"","AREG","374","hsa04390","Hippo signaling pathway","0.0195273631840797"
"","AREG","374","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","AREG","374","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","ARSB","411","hsa00531","Glycosaminoglycan degradation","0.00236318407960201"
"","ARSB","411","hsa04142","Lysosome","0.0159203980099502"
"","ASAH1","427","hsa00600","Sphingolipid metabolism","0.00584577114427864"
"","ASAH1","427","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","ASAH1","427","hsa04142","Lysosome","0.0159203980099502"
"","ASAH2","56624","hsa00600","Sphingolipid metabolism","0.00584577114427864"
"","ASAH2","56624","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","ASGR1","432","hsa04918","Thyroid hormone synthesis","0.00932835820895528"
"","ASIC1","41","hsa04750","Inflammatory mediator regulation of TRP channels","0.0124378109452737"
"","ASIC3","9311","hsa04750","Inflammatory mediator regulation of TRP channels","0.0124378109452737"
"","ASNS","440","hsa00250","Alanine, aspartate and glutamate metabolism","0.00447761194029861"
"","ASNS","440","hsa01230","Biosynthesis of amino acids","0.00932835820895528"
"","ATF1","466","hsa04925","Aldosterone synthesis and secretion","0.0121890547263681"
"","ATF1","466","hsa05202","Transcriptional misregulation in cancer","0.0231343283582092"
"","ATM","472","hsa03440","Homologous recombination","0.00509950248756219"
"","ATM","472","hsa04115","p53 signaling pathway","0.00895522388059711"
