ProtClass,Target,Molecule,ScaID
Secreted protein,TNFA,XKHWVHRDDPYEIL-OAQYLSRUSA-N,Sca150079
Secreted protein,TNFA,SVGQYRXZFQAFIP-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,RSAOCRFROSNMIB-XMMPIXPASA-N,Sca163818
Secreted protein,TNFA,DCLSJRWOCDHCHG-XMMPIXPASA-N,Sca163818
Secreted protein,TNFA,NPJFEKTVEKKYHY-GDLZYMKVSA-N,Sca163818
Secreted protein,TNFA,BHYQQGWCRAFAQI-HHHXNRCGSA-N,Sca163807
Secreted protein,TNFA,QTTNAAKOASFNFL-OAQYLSRUSA-N,Sca150079
Secreted protein,TNFA,OAMXMFDXINASMJ-FQEVSTJZSA-N,Sca150079
Secreted protein,TNFA,BKKNBCQLEKOTQY-HHHXNRCGSA-N,Sca163807
Secreted protein,TNFA,VBUPEIGDURMZFH-DCWQJPKNSA-N,Sca265734
Secreted protein,TNFA,HJEQYNGQEIKJKU-HSZRJFAPSA-N,Sca163807
Secreted protein,TNFA,MTKNYTGDPXYECA-RUZDIDTESA-N,Sca163807
Secreted protein,TNFA,ZMXYWILPEQWXIY-NRFANRHFSA-N,Sca150079
Secreted protein,TNFA,ZSQVLSURZLUYJB-SSEXGKCCSA-N,Sca265722
Secreted protein,TNFA,AXMVMINLDAIJSJ-SSYAZFEXSA-N,Sca265765
Secreted protein,TNFA,LFLMYHYALFHVBP-XMMPIXPASA-N,Sca264357
Secreted protein,TNFA,YXXWEEAKJZRXJL-GJQLDDCUSA-N,Sca264434
Secreted protein,TNFA,JRFQESPJRPNADM-AREMUKBSSA-N,Sca264407
Secreted protein,TNFA,QDRLGYPSQXQAKG-ZWAGFTRDSA-N,Sca163818
Secreted protein,TNFA,FHWXPSSHZKKOPF-PSXMRANNSA-N,Sca164015
Secreted protein,TNFA,KCIXKFMCBFMZMS-ZWAGFTRDSA-N,Sca163807
Secreted protein,TNFA,KMOYCKBJTBAAON-HHHXNRCGSA-N,Sca264407
Secreted protein,TNFA,OFTHGWAFADRYEA-AVJYQCBHSA-N,Sca265812
Secreted protein,TNFA,RPPIDNCOXVAYRI-WUBHUQEYSA-N,Sca163818
Secreted protein,TNFA,RRQAZVHTWDKNLU-SGANQWHYSA-N,Sca264407
Secreted protein,TNFA,SPFZYFGGFOBYLL-HSZRJFAPSA-N,Sca264360
Secreted protein,TNFA,OXSAFTOGQDRQTH-HXUWFJFHSA-N,Sca150079
Secreted protein,TNFA,LKAXKNIZWUKZSQ-FYEOKJGGSA-N,Sca163817
Secreted protein,TNFA,JYAFYSVNZMUUKS-JOCHJYFZSA-N,Sca163977
Secreted protein,TNFA,VUPOFUMNCVYNKF-HSZRJFAPSA-N,Sca163818
Secreted protein,TNFA,PMXSSNJPHGKQIW-CXMIBLNGSA-N,Sca264434
Secreted protein,TNFA,WBNUPTOIIQAHFH-IQHZPMLTSA-N,Sca163807
Secreted protein,TNFA,YULZLMCWKDYBTR-CLJLJLNGSA-N,Sca265734
Secreted protein,TNFA,JXDSXUFGGQKQNQ-PGUFJCEWSA-N,Sca163870
Secreted protein,TNFA,PXHXILLZZLRNFG-OAHLLOKOSA-N,Sca1462
Secreted protein,TNFA,RIICPUAERNETRR-LTFVAXTNSA-N,Sca163818
Secreted protein,TNFA,GKEDTIQTQJSZAC-HSZRJFAPSA-N,Sca150079
Secreted protein,TNFA,CIMXKGKYBNXAKQ-HSZRJFAPSA-N,Sca150079
Secreted protein,TNFA,JHQDPOJGNRKTCM-UHFFFAOYSA-N,Sca163818
Secreted protein,TNFA,PLRQMLGGHVGNLG-IBGZPJMESA-N,Sca150079
Secreted protein,TNFA,ZLMBQXBPWAMCGZ-MUUNZHRXSA-N,Sca163976
Secreted protein,TNFA,VYWJLZPDNVYLSL-HSZRJFAPSA-N,Sca163807
Secreted protein,TNFA,STKXMBDDSALGPM-HSZRJFAPSA-N,Sca150079
Secreted protein,TNFA,UFDVOXPVFWMEPY-HSZRJFAPSA-N,Sca163807
Secreted protein,TNFA,BIGYRHJUKPILKR-KKLWWLSJSA-N,Sca265739
Secreted protein,TNFA,BIGYRHJUKPILKR-KKLWWLSJSA-N,Sca265737
Secreted protein,TNFA,XTIYAPBWPWJQGE-WJOKGBTCSA-N,Sca163870
Secreted protein,TNFA,APHLZAGMJQWDLY-MGBGTMOVSA-N,Sca163870
Secreted protein,TNFA,YBOJHJQUOKIBQQ-SSEXGKCCSA-N,Sca163870
Secreted protein,TNFA,HUYCTIMCXRMSCV-UHFFFAOYSA-N,Sca150079
Secreted protein,TNFA,QBPCTSZUDAHVBN-XMMPIXPASA-N,Sca150079
Secreted protein,TNFA,GHICPYYNSUEXJC-IBMMVDHNSA-N,Sca163818
Secreted protein,TNFA,LQDVPSDWUMXYTM-SSEXGKCCSA-N,Sca264459
Secreted protein,TNFA,GSNMAQWJDMMLEX-HHHXNRCGSA-N,Sca163807
Secreted protein,TNFA,LQBOVZZQRYSXMM-JGCGQSQUSA-N,Sca163817
Secreted protein,TNFA,RRQAZVHTWDKNLU-ODCWNRFASA-N,Sca264407
Secreted protein,TNFA,PPORCIFWDHCTSP-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,OVFYIUKIFLOISO-HXUWFJFHSA-N,Sca150079
Secreted protein,TNFA,IMPRTVZADIUKIF-LJQANCHMSA-N,Sca150079
Secreted protein,TNFA,JXUJWTDWBHFDPM-SSEXGKCCSA-N,Sca264392
Secreted protein,TNFA,YOUPVMZNCSLKQC-UUWRZZSWSA-N,Sca163870
Secreted protein,TNFA,VMUSYVTUICEWGF-XMMISQBUSA-N,Sca163807
Secreted protein,TNFA,JISPOIZPNBJWKP-YPVFFKKOSA-N,Sca163818
Secreted protein,TNFA,GUOOARDVBFVSBV-JOCHJYFZSA-N,Sca150079
Secreted protein,TNFA,VEBZJOJBQZPEIO-HHHXNRCGSA-N,Sca163807
Secreted protein,TNFA,QLFVYQZANSTHDO-HXUWFJFHSA-N,Sca150079
Secreted protein,TNFA,YNTFAZSVLXOQTI-RUZDIDTESA-N,Sca163807
Secreted protein,TNFA,CXXGOKXVDBAGFV-CFLNXXHPSA-N,Sca163818
Secreted protein,TNFA,GOXFEWXSLQJDRY-NRFANRHFSA-N,Sca150079
Secreted protein,TNFA,WNNKWLPJIVJPIG-HHHXNRCGSA-N,Sca163976
Secreted protein,TNFA,JPSFKRZRXRUYJN-JOCHJYFZSA-N,Sca264372
Secreted protein,TNFA,MMXWWFALWYCHLP-SSEXGKCCSA-N,Sca265720
Secreted protein,TNFA,DGFLUWCVPLUGKX-XMMPIXPASA-N,Sca163818
Secreted protein,TNFA,NEXBICIFHWLETE-HSZRJFAPSA-N,Sca264375
Secreted protein,TNFA,LSNWVSIFUCSPGI-HHHXNRCGSA-N,Sca264407
Secreted protein,TNFA,CQYNQICIXCKTTL-JGCGQSQUSA-N,Sca163870
Secreted protein,TNFA,LGXHYZWFJWVNCL-GDLZYMKVSA-N,Sca163818
Secreted protein,TNFA,WETKCAYYSUZHAX-ITCMONMYSA-N,Sca163818
Secreted protein,TNFA,OLTZXHFVBSAVFE-SSEXGKCCSA-N,Sca264399
Secreted protein,TNFA,NIFYSIPRCAERMK-XMMPIXPASA-N,Sca163818
Secreted protein,TNFA,JVMVFKOFVVLBAY-IKOFQBKESA-N,Sca163818
Secreted protein,TNFA,PXWWREGTHRMBOH-UHFFFAOYSA-N,Sca163807
Secreted protein,TNFA,DPNXFCNWZPIWBE-WJOKGBTCSA-N,Sca163870
Secreted protein,TNFA,ZBHVIEDBNRUBOM-RUZDIDTESA-N,Sca264407
Secreted protein,TNFA,HRLZVKOGFPSGEE-GBAZGAGXSA-N,Sca163818
Secreted protein,TNFA,SSCTWNVPCAPXGN-WJOKGBTCSA-N,Sca163870
Secreted protein,TNFA,ZFULWCJCMWQZEQ-GDLZYMKVSA-N,Sca264436
Secreted protein,TNFA,ZANPSDXWLYKCQF-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,MGIPMELJIIROIN-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,YNHOGVHHPMDFDF-MUUNZHRXSA-N,Sca163818
Secreted protein,TNFA,CJKFIQYSCFUFPA-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,RWIZIWYAMRPNPD-UHFFFAOYSA-N,Sca163818
Secreted protein,TNFA,NKSBXHIDWFDHKE-JOCHJYFZSA-N,Sca163977
Secreted protein,TNFA,UFSWRYZRPXSFGW-ITCMONMYSA-N,Sca163818
Secreted protein,TNFA,RAOTUDZYHGTWDV-DCWQJPKNSA-N,Sca163818
Secreted protein,TNFA,YBXAPBCXGHVKOC-NPRFROTHSA-N,Sca264453
Secreted protein,TNFA,LZGXRCVRZKUPAC-RUZDIDTESA-N,Sca163807
Secreted protein,TNFA,MKBKLAKFLDPFNW-JOCHJYFZSA-N,Sca150079
Secreted protein,TNFA,LQQYSWQPHNJQBF-OAQYLSRUSA-N,Sca150079
Secreted protein,TNFA,YYHHTNFLRDIRJO-HSZRJFAPSA-N,Sca264369
Secreted protein,TNFA,LZYIDYXVYYUPQS-HSZRJFAPSA-N,Sca163818
Secreted protein,TNFA,OYOALWYHSLCCJW-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,RJETXMQQQFDNJK-SNSSHHSLSA-N,Sca265815
Secreted protein,TNFA,QKXVYRQVCUTSOJ-ZWAGFTRDSA-N,Sca163818
Secreted protein,TNFA,VZVTWRJKICLKJI-JOCHJYFZSA-N,Sca150079
Secreted protein,TNFA,RYOVKXCBDJGFCU-WJOKGBTCSA-N,Sca163870
Secreted protein,TNFA,BGNBWOMBZYXIEI-HHHXNRCGSA-N,Sca163807
Secreted protein,TNFA,ILXWMFLAZLGKIG-XMMPIXPASA-N,Sca163807
Secreted protein,TNFA,YJQZOBOIFSLTNH-PLYLYKGUSA-N,Sca265765
Secreted protein,TNFA,ATUIUMZYBUFUGD-HHHXNRCGSA-N,Sca163807
Secreted protein,TNFA,JVMVFKOFVVLBAY-JWQCQUIFSA-N,Sca163818
Secreted protein,TNFA,NBZMNVFAMQINFG-IQHZPMLTSA-N,Sca163807
Secreted protein,TNFA,ZPAIQTBIQOULME-JGCGQSQUSA-N,Sca163870
Secreted protein,TNFA,CWPBQRYUCKYTPW-YHAMSUFESA-N,Sca264407
Secreted protein,TNFA,IVLZUHBTPCDTME-HOINCLMKSA-N,Sca163818
Secreted protein,TNFA,QWVJPWCHKKVNDF-XMMPIXPASA-N,Sca163818
Secreted protein,TNFA,BXMUWDBSIJWNKS-SSEXGKCCSA-N,Sca264450
Secreted protein,TNFA,WZLNARRACXABPD-OAQYLSRUSA-N,Sca265753
Secreted protein,TNFA,WWACVARGRGARLP-XMMPIXPASA-N,Sca264357
Secreted protein,TNFA,OHIKFHUFYCONMB-RUZDIDTESA-N,Sca163807
Secreted protein,TNFA,QQEIDFSHQUMVQD-SSEXGKCCSA-N,Sca163870
Secreted protein,TNFA,BUHNLEMZUNHEGZ-AREMUKBSSA-N,Sca163818
Secreted protein,TNFA,VLHCVRXTEYYSJY-XMMPIXPASA-N,Sca163818
Secreted protein,TNFA,PHAVOBFSAQCHQY-OAQYLSRUSA-N,Sca150079
Secreted protein,TNFA,PNNBPQPPTLUIHB-HSZRJFAPSA-N,Sca163807
Secreted protein,TNFA,GLMVHKDHYPQGMA-LDCRUHPQSA-N,Sca264434
Secreted protein,TNFA,FQFIEDYMVAVRHW-HSZRJFAPSA-N,Sca150079
Secreted protein,TNFA,GDGLTZNCEUOVQE-RUZDIDTESA-N,Sca163807
Secreted protein,TNFA,RPJWGBJYXNRHKM-JOCHJYFZSA-N,Sca150079
Secreted protein,TNFA,CSONHTMNMXKJEM-WJOKGBTCSA-N,Sca163818
Secreted protein,TNFA,AGWVLDJTVGFXDB-UHFFFAOYSA-N,Sca150079
Secreted protein,TNFA,NTDXUGWDNZPVGF-HXUWFJFHSA-N,Sca150079
Secreted protein,TNFA,HUPOKPFSIDAEKF-JGCGQSQUSA-N,Sca163870
Secreted protein,TNFA,KJPILHRRGVCLOD-RUZDIDTESA-N,Sca163807
Secreted protein,TNFA,PTJFEZGVOZFPNY-UIDYPRJRSA-N,Sca265743
Secreted protein,TNFA,RCABBFQFVTXYOF-HHHXNRCGSA-N,Sca163807
Secreted protein,TNFA,XVSOIEREWFSDJJ-DBTLDAOKSA-N,Sca163818
Secreted protein,TNFA,BNKHRAPZEMJCHK-XMMPIXPASA-N,Sca150079
Secreted protein,TNFA,YERYUZRAJFJVJM-OAQYLSRUSA-N,Sca265816
Secreted protein,TNFA,ZNTGPYZFJXZCSM-SSEXGKCCSA-N,Sca163870
Secreted protein,TNFA,ZOGUQILNEUWWNL-WUBHUQEYSA-N,Sca163818
Secreted protein,TNFA,LWEWMTRXAFDNSH-IQHZPMLTSA-N,Sca163818
Secreted protein,TNFA,GJNUYPRSINEEDI-JOCHJYFZSA-N,Sca163977
Secreted protein,TNFA,UHKRAXVHYITONX-HHHXNRCGSA-N,Sca163818
Secreted protein,TNFA,FHQOELRDJQXJGC-YFBVDTCKSA-N,Sca265815
Secreted protein,TNFA,NAISYEGRZYFSNR-VCHQGTEKSA-N,Sca163817
Secreted protein,TNFA,GNXUVQQPJKTEIJ-HSZRJFAPSA-N,Sca163807
Secreted protein,TNFA,YRQXTHXMHPBGAB-WJOKGBTCSA-N,Sca163870
Secreted protein,TNFA,CWPBQRYUCKYTPW-AKJBCIBTSA-N,Sca264407
Secreted protein,TNFA,AVFGPILHNKXGGS-GMTYSHBUSA-N,Sca265779
Secreted protein,TNFA,NSKDLLYTWJVRPJ-JGCGQSQUSA-N,Sca163870
Secreted protein,TNFA,PANZEYSWCBBJCM-HHHXNRCGSA-N,Sca265809
Secreted protein,TNFA,HROBHOUPYNGDEP-XMMPIXPASA-N,Sca264407
Secreted protein,TNFA,CYDOZHIVEFAYQX-SSEXGKCCSA-N,Sca264454
Secreted protein,TNFA,FEZUQXUOGDZSQE-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,IPVXJEWAHXFHHP-JOCHJYFZSA-N,Sca264364
Secreted protein,TNFA,SIRBGHPLECKFTR-HHHXNRCGSA-N,Sca264407
Secreted protein,TNFA,QDUZJQJFIIPLHV-IQHZPMLTSA-N,Sca163807
Secreted protein,TNFA,UKTPYPTWWZETGI-MUUNZHRXSA-N,Sca163818
Secreted protein,TNFA,QNZRTJWRJTWXMA-OABVPOGTSA-N,Sca163818
Secreted protein,TNFA,YUGMBDCSAGEZFY-SNSSHHSLSA-N,Sca163817
Secreted protein,TNFA,XWTHLNYMIRYTKN-MUUNZHRXSA-N,Sca163818
Secreted protein,TNFA,JGZTVRZGAMHMDD-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,JYXSGJWAMNTPRG-HSZRJFAPSA-N,Sca150079
Secreted protein,TNFA,WXCVOHBWBOAZLS-HXUWFJFHSA-N,Sca150079
Secreted protein,TNFA,GFIGHPAFLJOFHC-XMMPIXPASA-N,Sca163807
Secreted protein,TNFA,PABFXHQXSHPBJJ-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,WTCHSDSKRMUMDD-OZAIVSQSSA-N,Sca265743
Secreted protein,TNFA,MRABGDUHHKEVMA-LYGOMILNSA-N,Sca264407
Secreted protein,TNFA,HSKNVWDOYYTFOJ-HSZRJFAPSA-N,Sca163807
Secreted protein,TNFA,LITZWIRLAPNJMW-JOCHJYFZSA-N,Sca163977
Secreted protein,TNFA,GFNBETLJKGCEAJ-MUUNZHRXSA-N,Sca163818
Secreted protein,TNFA,HEFRSJYQVAKNAZ-WPNNEGNSSA-N,Sca264434
Secreted protein,TNFA,KKMDEELQLJYHQZ-DCWQJPKNSA-N,Sca264422
Secreted protein,TNFA,VDOWSKDQCMQOCN-ITCMONMYSA-N,Sca163818
Secreted protein,TNFA,QLFVYQZANSTHDO-FQEVSTJZSA-N,Sca150079
Secreted protein,TNFA,KWYPGPBYLJSFCV-WGAKKPHLSA-N,Sca163818
Secreted protein,TNFA,ANMLNJVXFBSDMU-SNSSHHSLSA-N,Sca163818
Secreted protein,TNFA,RHFKYNSMBHVYRH-MUUNZHRXSA-N,Sca163818
Secreted protein,TNFA,CEYGEGGSWNVPPZ-JOCHJYFZSA-N,Sca150079
Secreted protein,TNFA,HNSMCDJIXYKFJL-HRYTWTRCSA-N,Sca163818
Secreted protein,TNFA,AICXQOYNUNAFIC-CJFMBICVSA-N,Sca163818
Secreted protein,TNFA,YVPQHHKFAHQQFY-HHHXNRCGSA-N,Sca264407
Secreted protein,TNFA,RJAGOYVXQHHTMP-WUBHUQEYSA-N,Sca163818
Secreted protein,TNFA,ALKCSYJSICCJCM-AREMUKBSSA-N,Sca163818
Secreted protein,TNFA,YULZLMCWKDYBTR-FTJBHMTQSA-N,Sca265734
Secreted protein,TNFA,FTPWHFJTYZWOPY-ITCMONMYSA-N,Sca163818
Secreted protein,TNFA,RPIXUTROJMVGDZ-FXDYGKIASA-N,Sca163818
Secreted protein,TNFA,RBQNSPKXDVILSH-PSXMRANNSA-N,Sca264410
Secreted protein,TNFA,YJTJUEGLSJUQSI-MGBGTMOVSA-N,Sca163870
Secreted protein,TNFA,FYIRGASZSQQNLR-HSZRJFAPSA-N,Sca264364
Secreted protein,TNFA,RWJZICCJTSQJFD-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,YXAPCNWNHLUBAY-JGCGQSQUSA-N,Sca264383
Secreted protein,TNFA,IAGJLIHQBHYLPL-IQHZPMLTSA-N,Sca163818
Secreted protein,TNFA,ZSDMHFFHFDSYQU-HSZRJFAPSA-N,Sca150079
Secreted protein,TNFA,QPHZEBMMVJBDRZ-XMMPIXPASA-N,Sca163818
Secreted protein,TNFA,OMFGJZSSAVCFIY-SSEXGKCCSA-N,Sca163870
Secreted protein,TNFA,AUWCRYUPRHMNCJ-AREMUKBSSA-N,Sca163818
Secreted protein,TNFA,YULZLMCWKDYBTR-DCWQJPKNSA-N,Sca265734
Secreted protein,TNFA,UQNOVEOWSWDNDF-AREMUKBSSA-N,Sca163818
Secreted protein,TNFA,SISZTYKGUNKWOD-MUUNZHRXSA-N,Sca163818
Secreted protein,TNFA,QRJMASABBOESKY-RMOSNQSASA-N,Sca163818
Secreted protein,TNFA,JHEFYCSEQOCCCA-AREMUKBSSA-N,Sca264407
Secreted protein,TNFA,AOMGOKVXKMSVSB-HXUWFJFHSA-N,Sca150079
Secreted protein,TNFA,LLYJCPKPOUWCMM-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,MDQWZWSMKPNPNC-MUUNZHRXSA-N,Sca264444
Secreted protein,TNFA,LMYBJFMAZJIUKQ-MUUNZHRXSA-N,Sca264368
Secreted protein,TNFA,KADOKZCMNMHBTR-OAQYLSRUSA-N,Sca150079
Secreted protein,TNFA,ULNKKOHSJWPQBH-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,DGLDMCXCWYWOML-ZWAGFTRDSA-N,Sca163818
Secreted protein,TNFA,SPFZYFGGFOBYLL-QHCPKHFHSA-N,Sca264360
Secreted protein,TNFA,AOKGFVFNNCDRIH-MGBGTMOVSA-N,Sca163870
Secreted protein,TNFA,FLWYCQFWAYXXPS-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,LFPJYNKSPCTMQA-JOCHJYFZSA-N,Sca150079
Secreted protein,TNFA,BIVKESNWLPUQJF-HSZRJFAPSA-N,Sca163977
Secreted protein,TNFA,NBQYXQTUXNEFTJ-XMMPIXPASA-N,Sca264407
Secreted protein,TNFA,JBWLKPFUUULOFZ-FXDYGKIASA-N,Sca163818
Secreted protein,TNFA,MGXAFBGHCJUHMC-HHHXNRCGSA-N,Sca264407
Secreted protein,TNFA,CIWKNCSUDGRQMY-YASXMZIQSA-N,Sca163818
Secreted protein,TNFA,BIFMNKIXPZCDHB-MUUNZHRXSA-N,Sca264407
Secreted protein,TNFA,PYTXPVHJIDYQEO-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,XWBPFOWMRFEXOS-BQUQIILOSA-N,Sca264407
Secreted protein,TNFA,MKBKLAKFLDPFNW-QFIPXVFZSA-N,Sca150079
Secreted protein,TNFA,ACLBCFXZZJRMKL-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,MUUPTMXNJJHPHO-SSEXGKCCSA-N,Sca163870
Secreted protein,TNFA,JMUYZHBXAPIJST-XMMPIXPASA-N,Sca163807
Secreted protein,TNFA,YAUHDOATTPVDFL-HSZRJFAPSA-N,Sca163807
Secreted protein,TNFA,WUBUATFMXOJTOY-MUUNZHRXSA-N,Sca163818
Secreted protein,TNFA,DFGZUKURUZBFCF-HSZRJFAPSA-N,Sca150079
Secreted protein,TNFA,SRLGLYMFEUVUBS-SSEXGKCCSA-N,Sca163870
Secreted protein,TNFA,KUHNQPGNDPIRJW-RUZDIDTESA-N,Sca150079
Secreted protein,TNFA,OXDAXBUMKFQJHP-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,ANBVSSFGMCMMDD-MUUNZHRXSA-N,Sca264382
Secreted protein,TNFA,ZMXYWILPEQWXIY-OAQYLSRUSA-N,Sca150079
Secreted protein,TNFA,HQGDNERWBAPNFB-UHFFFAOYSA-N,Sca264431
Secreted protein,TNFA,LPJFJIGXLATALL-ZWAGFTRDSA-N,Sca163818
Secreted protein,TNFA,ZMVMRJBXLKMZQH-JGCGQSQUSA-N,Sca264387
Secreted protein,TNFA,HORFJXMNDRUASC-SIJZPPASSA-N,Sca163818
Secreted protein,TNFA,KFGIOORFNFXPJQ-PSXMRANNSA-N,Sca164015
Secreted protein,TNFA,QZZSRKCVQGTWFI-KWRHIPAJSA-N,Sca265739
Secreted protein,TNFA,QZZSRKCVQGTWFI-KWRHIPAJSA-N,Sca265737
Secreted protein,TNFA,NNNINAVNASMUPH-UHFFFAOYSA-N,Sca265805
Secreted protein,TNFA,RKRZFMWPVKNRPF-AJLMHGPESA-N,Sca264447
Secreted protein,TNFA,VLYULZSNSXSWHO-QXPUDEPPSA-N,Sca264413
Secreted protein,TNFA,AYHQPKVQZYDVMT-VYTXOHQDSA-N,Sca163818
Secreted protein,TNFA,DKNBENRYRTUHRN-GDLZYMKVSA-N,Sca163817
Secreted protein,TNFA,HTRUIAPEJOFNMQ-MUUNZHRXSA-N,Sca264407
Secreted protein,TNFA,UBJYKIFHJAGJCE-RUZDIDTESA-N,Sca163977
Secreted protein,TNFA,IACOVDKKTCMMGQ-NORZDRCHSA-N,Sca264434
Secreted protein,TNFA,OYSREZWFLMTDOM-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,BOYUDLNZMZMOHE-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,QIIFEWKYNUTMQJ-RUZDIDTESA-N,Sca163818
Secreted protein,TNFA,RQOBCIHEMUBWEK-KFTJTTPMSA-N,Sca163818
Secreted protein,TNFA,HAGMXLJFRPRPEB-OZAIVSQSSA-N,Sca265763
Secreted protein,TNFA,DTDBWBYWLBIJQQ-XMMPIXPASA-N,Sca163818
Secreted protein,TNFA,XCEQFNMMPTYJEH-HSZRJFAPSA-N,Sca264372
Secreted protein,TNFA,NFTZFUZHJUXHQR-QXPUDEPPSA-N,Sca163807
Secreted protein,TNFA,HFEYUSKLTLXTLZ-VCHQGTEKSA-N,Sca163817
Secreted protein,TNFA,UGQOIMPGEOZSRC-AREMUKBSSA-N,Sca163807
Secreted protein,TNFA,DFXMAMHUUYRAGG-XMMPIXPASA-N,Sca265730
Secreted protein,TNFA,RYRXXMRCLBFLHQ-PGUFJCEWSA-N,Sca163870
Secreted protein,TNFA,ABHVVLUTNCKKEX-IQHZPMLTSA-N,Sca163818
Motilin family,GHRL,AOGQBFWFOJRISL-SLPFSQKISA-N,Sca191521
Motilin family,GHRL,ZPEDBCLQAZTDDB-RMXYQJDTSA-N,Sca191450
Motilin family,GHRL,QSWZCBJMPATZGX-YTFNCPKPSA-N,Sca191454
Motilin family,GHRL,BZIKCOOHXAVETB-IZLXSDGUSA-N,Sca191457
Motilin family,GHRL,WUOSQYXJIXLPTP-LBHSSTRISA-N,Sca191539
Motilin family,GHRL,ADIOQAYPSGHDFT-OXTYCOSGSA-N,Sca191450
Motilin family,GHRL,RGRCEZBNFKRETF-OXTYCOSGSA-N,Sca191450
Motilin family,GHRL,HNXPBOGKWFGGJB-YRXNKSPZSA-N,Sca191533
Motilin family,GHRL,UKTFKKQZZNIQCZ-QIDJRYDTSA-N,Sca191454
Motilin family,GHRL,UMRFQLWVRFCHER-OXTYCOSGSA-N,Sca191450
Motilin family,GHRL,LJTYTDRCLZRSMN-FGCOXFRFSA-N,Sca88025
Motilin family,GHRL,RUNJTEIQKHMZSW-ZOSUSCCZSA-N,Sca191450
Motilin family,GHRL,RWYUFLWFQCYBIM-QFTSRTAKSA-N,Sca191447
Motilin family,GHRL,OJESPZZSUUGAKK-IWSNZJKDSA-N,Sca191454
Motilin family,GHRL,SBGLLABFHQIDCY-XWMYMNJZSA-N,Sca191450
Motilin family,GHRL,IEAUXEJFKGIBRN-IFGWQFMBSA-N,Sca191450
Motilin family,GHRL,DQJXOEHBWVVKTL-MIUUGJTFSA-N,Sca191530
Motilin family,GHRL,CKKKPTDEQLCSDS-WMSJLGCSSA-N,Sca191454
Motilin family,GHRL,HVNSCQHWQRWMCW-IEZKXTBUSA-N,Sca191454
Motilin family,GHRL,YCFXVRPRVAOADN-ZEQRLZLVSA-N,Sca191454
Motilin family,GHRL,MNXXIGLXENLOEX-RTWAWAEBSA-N,Sca191455
Motilin family,GHRL,ATPVOAOEYSJDIH-BKNUMKMGSA-N,Sca191527
Motilin family,GHRL,ARLDXWFDMIMAAS-ABNZCKJZSA-N,Sca191450
Motilin family,GHRL,XBPLNMSLGBYKCW-UFKXBGGNSA-N,Sca191450
Motilin family,GHRL,TUFREBLXGZQYFP-DJCWJLACSA-N,Sca191454
Motilin family,GHRL,HVNSCQHWQRWMCW-GVXSCFBNSA-N,Sca191454
Motilin family,GHRL,ZIWNXCOMNBPCJZ-RCXJIHSJSA-N,Sca191454
Motilin family,GHRL,WGYPAJVJMXQXTR-JQHOABPUSA-N,Sca191450
Motilin family,GHRL,OCWFJYXMVLSTDO-OTEJSBPHSA-N,Sca191536
Motilin family,GHRL,IJYGTBLRLXLFBP-UFKXBGGNSA-N,Sca191450
Motilin family,GHRL,IBAKCVVTOJIOEN-ZIXQQCMUSA-N,Sca191525
Motilin family,GHRL,JUOIJNCKYQXFOF-BJYFBGGTSA-N,Sca191450
Motilin family,GHRL,ZNYRUNOEPRPORZ-SUNQPCDNSA-N,Sca191450
Motilin family,GHRL,ZMOMZJDEWSTKIL-WMBPSLEXSA-N,Sca191450
Motilin family,GHRL,YCFXVRPRVAOADN-BJKOFHAPSA-N,Sca191454
Motilin family,GHRL,IHPKBGRMJNCAJW-BJKOFHAPSA-N,Sca191454
Motilin family,GHRL,QTYKFOHHZIMYIT-SBPKXREESA-N,Sca88025
Motilin family,GHRL,XGOUIBKZLDCMGX-SUNQPCDNSA-N,Sca191454
Motilin family,GHRL,ZWIXEQBDJMFCMN-DHHNQDMHSA-N,Sca191450
Motilin family,GHRL,AHLASMIVHIZXPP-RCUSWNFXSA-N,Sca88025
Motilin family,GHRL,QPKPRCCPPDTWIJ-OXTYCOSGSA-N,Sca191450
Motilin family,GHRL,WUOSQYXJIXLPTP-ABXDHCHGSA-N,Sca191539
Other nuclear protein,MDM2,BDUHCSBCVGXTJM-WUFINQPMSA-N,Sca68793
Other nuclear protein,MDM2,CLRSLRWKONPSRQ-IIPSPAQQSA-N,Sca260586
Other nuclear protein,MDM2,OUIXNKJJQLNOMA-IAHIMPAPSA-N,Sca202470
Other nuclear protein,MDM2,WSYHJRPECYYALB-UHFFFAOYSA-N,Sca240546
